Epoch,Train_L1,Val_L1,PSNR,SSIM,LPIPS,FID,KID_Mean,KID_Std
1,0.461090,0.344718,12.323053,0.280676,42.348778,379.401917,0.318835,0.031370
2,0.438134,0.346810,12.117017,0.313337,32.801874,290.120087,0.208382,0.015128
3,0.430546,0.338748,12.153388,0.360509,33.473314,341.993256,0.314024,0.027896
4,0.427219,0.382327,11.261989,0.335137,34.807536,388.367767,0.365544,0.034710
5,0.421553,0.346933,12.045344,0.341217,32.680596,379.666809,0.348832,0.025967
6,0.416699,0.376415,11.516193,0.317215,35.599613,344.323639,0.289494,0.027788
7,0.412329,0.354296,11.877811,0.321780,33.945152,361.379578,0.326604,0.045729
8,0.408873,0.372318,11.521139,0.299395,29.987623,301.548981,0.235110,0.031597
9,0.406219,0.339497,12.244566,0.308409,30.423296,256.367279,0.198479,0.025560
10,0.402701,0.356326,11.861932,0.268772,29.782073,329.428497,0.291741,0.041265
11,0.398602,0.348850,12.019316,0.291199,32.228822,263.427856,0.204076,0.026510
12,0.394545,0.384185,11.183563,0.289506,32.226161,330.781647,0.277027,0.036313
13,0.392467,0.374331,11.501905,0.289101,32.659170,228.840622,0.165407,0.022476
14,0.388835,0.361418,11.702312,0.276919,32.732353,225.453796,0.155110,0.021831
15,0.384742,0.359247,11.809056,0.300818,31.548914,237.248779,0.168626,0.023265
16,0.379305,0.365398,11.606698,0.283735,32.032873,252.581451,0.185774,0.021043
17,0.378399,0.343339,12.183808,0.269362,34.172482,296.470062,0.239900,0.027831
18,0.373932,0.355960,11.793696,0.297803,32.824664,241.250519,0.178477,0.023095
19,0.367950,0.366236,11.640870,0.270532,33.120688,227.096710,0.157409,0.021237
20,0.368759,0.358227,11.821469,0.275918,33.825911,199.945953,0.134365,0.018009
21,0.363987,0.396283,11.084626,0.246444,33.016730,238.861008,0.167303,0.019233
22,0.358240,0.361192,11.772457,0.253192,33.713831,210.532669,0.124985,0.018024
23,0.355219,0.382692,11.386510,0.253338,32.013638,220.709534,0.150861,0.019204
24,0.350220,0.396341,11.109221,0.249833,32.869287,211.896866,0.132230,0.018784
25,0.350449,0.356165,11.889094,0.246176,30.384319,217.305344,0.135794,0.016772
26,0.344090,0.390960,11.148547,0.250263,34.900220,225.909012,0.155208,0.020816
27,0.346392,0.408139,10.827368,0.240663,34.388010,219.270096,0.137437,0.021659
28,0.343365,0.366764,11.705091,0.250627,32.596791,224.422272,0.138128,0.019551
29,0.342711,0.384535,11.352663,0.231882,32.190126,259.665924,0.181843,0.022116
30,0.338631,0.390792,11.162851,0.199944,31.782351,241.168350,0.166809,0.018748
31,0.335131,0.377024,11.471431,0.237418,31.100222,222.587051,0.139089,0.017535
32,0.334261,0.360076,11.806546,0.253211,33.138885,222.742538,0.142479,0.016578
33,0.335500,0.368529,11.685461,0.239363,30.659430,232.697678,0.153748,0.020216
34,0.331593,0.373378,11.500853,0.259054,34.548621,209.353943,0.131864,0.020072
35,0.330172,0.369755,11.655102,0.247176,31.725245,219.941162,0.140297,0.020563
36,0.332398,0.381238,11.373915,0.247282,31.348498,217.529846,0.136169,0.021423
37,0.326430,0.373752,11.550256,0.232014,31.643969,241.596695,0.153701,0.018018
38,0.326315,0.366103,11.686102,0.263905,34.792765,240.138794,0.161084,0.022657
39,0.325493,0.374026,11.559978,0.252738,34.227107,297.957642,0.217282,0.029437
40,0.327258,0.362166,11.795152,0.251666,33.833199,244.980621,0.155718,0.020359
41,0.323665,0.388071,11.217646,0.183046,34.708201,291.981415,0.216571,0.027199
42,0.325660,0.377028,11.486425,0.240160,32.890996,287.524170,0.217043,0.028361
43,0.321652,0.360517,11.814977,0.258082,33.071034,253.931274,0.188449,0.023972
44,0.321309,0.381548,11.372108,0.247265,32.909567,224.487259,0.138635,0.017958
45,0.319855,0.352390,11.992210,0.256948,31.701768,242.112473,0.166566,0.022716
46,0.326991,0.363404,11.766713,0.239222,34.441655,238.232437,0.159174,0.021573
47,0.320688,0.362260,11.829396,0.223268,30.920404,349.529602,0.302726,0.042911
48,0.323196,0.361849,11.782353,0.243277,32.656650,258.348083,0.178562,0.021348
49,0.320119,0.363468,11.696280,0.259902,34.719575,191.584732,0.118666,0.018804
50,0.329006,0.377698,11.474710,0.246353,35.437546,251.085663,0.166814,0.021770
test,,0.494192,10.612614,0.190274,46.052325,363.483459,0.413614,0.022567
