,SAR-QXSLAB,OPT-QXSLAB,HE,IHC,CT,T1,T2,SAR-SEN12,OPT-SEN12,ImageNet-1k
SAR-QXSLAB,0.0,0.5650271436065992,0.7689715388076692,0.6698015187383197,0.6607109688417274,0.6604040854544033,0.6561871627434441,0.5592224637778634,0.48875905236055994,0.5217381205290201
OPT-QXSLAB,0.5650271436065992,0.0,0.6123085043876829,0.5502855311562813,0.5576125391077776,0.5716958325716975,0.5837101162326089,0.638288901419974,0.35766250900808527,0.3204768471565129
HE,0.7689715388076692,0.6123085043876829,0.0,0.6390803477333389,0.6787427610475106,0.6775358047046811,0.6770220437403189,0.875286754464222,0.5703257937607831,0.48423927611917944
IHC,0.6698015187383197,0.5502855311562813,0.6390803477333389,0.0,0.685571281098375,0.6846085059131762,0.6865949877732743,0.7765176467614413,0.4714272731008204,0.4865764593970921
CT,0.6607109688417274,0.5576125391077776,0.6787427610475106,0.685571281098375,0.0,0.30612635882533296,0.30023046964580596,0.7474050623872236,0.5726834271583859,0.40427206032393853
T1,0.6604040854544033,0.5716958325716975,0.6775358047046811,0.6846085059131762,0.30612635882533296,0.0,0.15847677834144114,0.7466763020832559,0.5651560612528622,0.4151154758624402
T2,0.6561871627434441,0.5837101162326089,0.6770220437403189,0.6865949877732743,0.30023046964580596,0.15847677834144114,0.0,0.7466930474463334,0.5794065816422169,0.42402984389029313
SAR-SEN12,0.5592224637778634,0.638288901419974,0.875286754464222,0.7765176467614413,0.7474050623872236,0.7466763020832559,0.7466930474463334,0.0,0.523380468648389,0.5767143192710386
OPT-SEN12,0.48875905236055994,0.35766250900808527,0.5703257937607831,0.4714272731008204,0.5726834271583859,0.5651560612528622,0.5794065816422169,0.523380468648389,0.0,0.37982440607124196
ImageNet-1k,0.5217381205290201,0.3204768471565129,0.48423927611917944,0.4865764593970921,0.40427206032393853,0.4151154758624402,0.42402984389029313,0.5767143192710386,0.37982440607124196,0.0
